id,fold,value,y_true,y_true_log,y_pred_log_dlkcat,y_pred_log_unikp,y_pred_log_catapro,y_pred_log_saekp
1,4.0,17000.0,17000.0,4.230448921378274,0.857128823048348,1.640016487266558,0.8971,1.8137217
2,3.0,5000.0,5000.0,3.6989700043360174,2.456751229766981,2.350836706708826,2.0339,2.7739477
3,9.0,4700.0,4700.0,3.6720978579357175,0.5909880722822528,0.1596856654960897,0.6256,0.24707168
4,6.0,4000.0,4000.0,3.6020599913279625,2.376083622028842,2.200853916829317,1.6331,2.4978356
5,1.0,3800.0,3800.0,3.57978359661681,1.179415709008258,1.729152563893479,0.3079,2.6827927
6,8.0,3200.0,3200.0,3.505149978319906,1.3646763376793245,1.470720920871371,0.7933,2.222279
7,1.0,3020.0,3020.0,3.4800069429571505,1.4748108803987543,1.109070943948221,0.7834,1.9774702
8,2.0,2564.0,2564.0,3.40891802084678,0.8737499433929494,2.125010262128144,1.7315,2.2424493
9,5.0,2489.0,2489.0,3.3960248966085933,1.491886958024114,1.312922978669386,-0.3512,2.2372568
10,10.0,2320.0,2320.0,3.3654879848909,2.641265940940189,1.248706335496432,0.6661,2.528553
11,9.0,2288.0,2288.0,3.3594560201209864,0.9383528006934811,1.180858181462404,0.8636,2.03082
12,3.0,2109.0,2109.0,3.3240765797394864,-0.5886080693816017,0.950711571598906,0.9286,2.2261624
13,9.0,2000.0,2000.0,3.3010299956639813,1.4623732282570436,0.6837106985056712,0.5868,2.296486
14,3.0,2000.0,2000.0,3.3010299956639813,0.3604135118426782,-0.2402073913222582,-0.493,0.32094103
15,6.0,2000.0,2000.0,3.3010299956639813,2.3072388748143395,2.384755959273237,1.6098,2.5856414
16,8.0,1.93,1.93,0.2855573090077737,-0.4422451039915029,0.1954614334519673,-0.2293,0.55387414
17,9.0,1900.0,1900.0,3.278753600952829,0.7786887045302153,1.129246007330585,0.2807,2.2117128
18,4.0,1880.0,1880.0,3.27415784926368,0.7157784261147008,1.455327322780455,0.7162,2.204871
19,7.0,1790.0,1790.0,3.2528530309798933,-0.2512538724555062,0.3238521588950931,-0.3829,1.7630743
20,7.0,1727.0,1727.0,3.237292337567459,-0.8145276252033018,-0.4280291221296191,-0.2639,0.94574666
21,8.0,1726.0,1726.0,3.237040791379191,1.925211267692875,1.523668498695832,0.7717,2.3844738
22,9.0,1657.0,1657.0,3.219322508419337,0.5511456854350093,1.201413172820316,0.4182,1.6442853
23,8.0,1600.0,1600.0,3.204119982655925,1.2007048245477678,1.132476836975224,0.8564,2.5189586
24,3.0,1580.0,1580.0,3.198657086954422,2.113314536057741,0.7917072189792853,0.8727,3.10838
25,7.0,1551.0,1551.0,3.190611797813605,0.7029010321747244,1.909079616258189,0.6054,2.144259
26,4.0,1530.0,1530.0,3.184691430817599,0.901813106572008,0.5837712770954787,0.6345,3.1790333
27,8.0,1510.0,1510.0,3.1789769472931693,1.021837497598215,0.2681162745606825,1.0237,1.3024309
28,8.0,1450.0,1450.0,3.161368002234975,1.1233038086500515,0.5566320485907716,-0.2045,0.739761
29,9.0,1450.0,1450.0,3.161368002234975,1.7231490860216103,1.159759724607764,1.6596,1.8153969
30,6.0,1400.0,1400.0,3.146128035678238,-0.3034650829175244,0.2174261953221246,0.6947,0.64257556
31,3.0,1400.0,1400.0,3.146128035678238,2.1497571955927524,1.987690604299716,2.0075,2.594206
32,2.0,1390.0,1390.0,3.143014800254095,-0.6761489124800665,-0.2736037603449173,-0.3067,-0.37848824
33,5.0,1360.0,1360.0,3.133538908370217,0.8805572928432367,1.13775950210852,0.2027,2.3803086
34,4.0,1339.0,1339.0,3.126780577012009,-0.3584882867949258,0.659208670563357,0.4052,3.05525
35,1.0,1312.0,1312.0,3.1179338350396417,2.65469145110562,1.494317587731714,1.2546,2.766136
36,6.0,1300.0,1300.0,3.113943352306837,1.794263954515556,0.7899871624752176,0.6632,1.5236106
37,8.0,1280.0,1280.0,3.1072099696478683,-0.8157320167679658,-1.355779999761679,-0.4488,-0.12417525
