id,fold,value,y_true,y_true_log,y_pred_log_dlkcat,y_pred_log_unikp,y_pred_log_catapro,y_pred_log_saekp
1,2.0,10623.0,10623.0,4.026247181477774,1.9533066561155144,1.377328897923715,0.4488,1.4883415
2,9.0,3600.0,3600.0,3.556302500767288,,,-0.6803,-0.8532206
3,6.0,1600.0,1600.0,3.204119982655925,3.3307558171782503,2.173253335422422,2.1136,3.2904203
4,1.0,1577.0,1577.0,3.197831693328903,1.336853823145539,1.193060061490588,1.4948,1.7833298
5,10.0,1470.0,1470.0,3.167317334748176,2.068181252258261,1.032479884300101,2.1267,1.4331319
6,10.0,1050.0,1050.0,3.0211892990699383,3.890549207733717,0.1638631808672127,2.4421,2.1395855
7,8.0,1000.0,1000.0,3.0,1.6730114874472195,1.089206572817736,1.6937,1.9188935
8,8.0,895.0,895.0,2.951823035315912,1.6730114874472195,1.309372658336029,1.1027,1.3803293
9,1.0,780.0,780.0,2.8920946026904804,1.213615017900476,1.54205940764702,0.7541,1.5440179
10,10.0,738.0,738.0,2.868056361823041,-1.5088047085061782,-0.789507072915987,-1.4972,-0.6746483
11,2.0,720.0,720.0,2.8573324964312685,0.3329704154607663,1.201121145283224,1.3175,2.1570625
12,9.0,690.0,690.0,2.838849090737255,1.570225017975716,2.232732953561467,3.0571,2.8649745
13,3.0,686.0,686.0,2.836324115706752,1.642457793806007,2.563618935542356,1.7052,2.7818537
14,9.0,686.0,686.0,2.836324115706752,1.570225017975716,2.275256009011723,2.944,2.8871064
15,1.0,673.0,673.0,2.828015064223977,1.2763520407747773,0.2510832481241189,1.6621,0.40289092
16,5.0,600.0,600.0,2.778151250383644,1.843753890287996,2.251376643525102,1.899,2.75039
17,9.0,574.0,574.0,2.7589118923979736,1.3555954219346906,2.243719568685532,2.2364,2.523769
18,3.0,574.0,574.0,2.7589118923979736,1.3808379073899624,1.798128898541524,1.3531,2.6838303
19,8.0,440.0,440.0,2.6434526764861874,1.3268680168194564,0.4419943078123578,1.9729,2.1649895
20,2.0,412.0,412.0,2.6148972160331345,0.8720581539905143,1.018855348381263,1.2951,1.7429987
21,3.0,400.0,400.0,2.6020599913279625,0.1683856717335132,-0.1275910213739546,0.8415,0.28526926
22,9.0,389.2,389.2,2.5901728315963144,-0.7530709277638402,-1.892054084816504,-0.9889,-0.3718524
23,8.0,330.0,330.0,2.5185139398778875,0.1814928768760433,0.5050631141340787,0.166,0.8541473
24,2.0,315.0,315.0,2.4983105537896004,0.4780220502818894,-0.2104684037432834,0.0324,0.29477203
25,7.0,300.0,300.0,2.4771212547196626,1.161039712425792,1.099318948376268,0.8389,1.1425501
26,7.0,300.0,300.0,2.4771212547196626,-0.1719819802087049,-0.8390265109385838,-0.2597,-1.5612669
27,4.0,280.0,280.0,2.4471580313422194,1.0436662603682063,0.9150480558626504,0.7444,1.4836235
28,5.0,268.1,268.1,2.42829681398288,0.0359589758539333,0.8483057775815019,1.5766,0.5653206
29,5.0,262.0,262.0,2.4183012913197457,1.827965099898428,1.122894677617028,1.5107,1.3801337
30,1.0,255.4,255.4,2.4072208929273966,2.845532645065433,0.8505827638352078,2.4513,1.7978305
31,3.0,248.0,248.0,2.3944516808262164,1.474157619447585,2.454735994398648,1.3506,2.4134889
32,1.0,246.0,246.0,2.39093510710338,2.4292930255592924,1.678474022864929,1.9417,2.3218079
33,7.0,246.0,246.0,2.39093510710338,2.237522108202264,2.245666814597923,1.6619,2.2626953
